0.000,0.796,0.796,0.796,0.796,0.796,0.796
500.000,0.844,0.811,0.811,0.776,0.717,0.717
1000.000,0.827,0.797,0.790,0.787,0.733,0.708
1500.000,0.846,0.816,0.813,0.782,0.726,0.726
2000.000,0.858,0.830,0.822,0.820,0.769,0.744
2500.000,0.808,0.779,0.773,0.743,0.691,0.691
3000.000,0.819,0.792,0.782,0.780,0.735,0.713
3500.000,0.825,0.797,0.789,0.762,0.721,0.721
4000.000,0.844,0.814,0.804,0.799,0.755,0.733
4500.000,0.850,0.821,0.811,0.784,0.739,0.739
5000.000,0.823,0.791,0.786,0.784,0.728,0.703
5500.000,0.819,0.794,0.788,0.764,0.721,0.721
6000.000,0.822,0.794,0.788,0.784,0.732,0.707
6500.000,0.861,0.831,0.820,0.791,0.740,0.740
7000.000,0.841,0.812,0.806,0.804,0.757,0.733
7500.000,0.828,0.802,0.787,0.764,0.741,0.720
8000.000,0.801,0.774,0.770,0.767,0.718,0.695
8500.000,0.807,0.778,0.772,0.742,0.691,0.691
9000.000,0.817,0.789,0.779,0.777,0.727,0.703
9500.000,0.785,0.761,0.750,0.727,0.687,0.687
10000.000,0.824,0.793,0.788,0.784,0.754,0.705
10500.000,0.815,0.785,0.777,0.749,0.699,0.699
11000.000,0.822,0.790,0.783,0.780,0.722,0.697
11500.000,0.831,0.802,0.795,0.767,0.717,0.717
12000.000,0.815,0.789,0.781,0.780,0.740,0.722
12500.000,0.835,0.802,0.798,0.767,0.713,0.713
13000.000,0.806,0.781,0.778,0.774,0.703,0.703
13500.000,0.843,0.813,0.808,0.777,0.750,0.725
14000.000,0.816,0.784,0.781,0.778,0.700,0.700
14500.000,0.815,0.783,0.776,0.749,0.723,0.703
15000.000,0.808,0.780,0.773,0.770,0.701,0.701
15500.000,0.846,0.816,0.808,0.779,0.753,0.726
16000.000,0.843,0.811,0.801,0.800,0.742,0.715
16500.000,0.822,0.796,0.791,0.767,0.764,0.726
17000.000,0.819,0.789,0.785,0.779,0.706,0.706
17500.000,0.845,0.815,0.811,0.779,0.753,0.728
18000.000,0.851,0.825,0.818,0.819,0.750,0.750
18500.000,0.849,0.816,0.812,0.780,0.751,0.722
19000.000,0.844,0.810,0.806,0.805,0.722,0.722
19500.000,0.673,0.661,0.659,0.642,0.640,0.616
20000.000,0.677,0.659,0.664,0.664,0.602,0.602
20500.000,0.717,0.708,0.710,0.685,0.667,0.648
21000.000,0.747,0.733,0.733,0.727,0.665,0.665
21500.000,0.771,0.746,0.743,0.718,0.696,0.674
22000.000,0.773,0.748,0.746,0.744,0.687,0.687
22500.000,0.758,0.738,0.735,0.717,0.697,0.678
23000.000,0.784,0.758,0.748,0.744,0.682,0.682
23500.000,0.780,0.755,0.745,0.720,0.677,0.677
24000.000,0.757,0.734,0.724,0.721,0.679,0.662
