0.000,0.890,0.890,0.890,0.890,0.890
500.000,0.864,0.863,0.828,0.793,0.793
1000.000,0.854,0.855,0.856,0.820,0.820
1500.000,0.892,0.891,0.851,0.811,0.811
2000.000,0.885,0.883,0.882,0.851,0.851
2500.000,0.855,0.852,0.819,0.785,0.785
3000.000,0.885,0.885,0.884,0.846,0.807
3500.000,0.861,0.861,0.823,0.787,0.823
4000.000,0.871,0.869,0.868,0.834,0.799
4500.000,0.867,0.864,0.833,0.798,0.833
5000.000,0.882,0.882,0.882,0.845,0.808
5500.000,0.862,0.862,0.828,0.795,0.794
6000.000,0.873,0.871,0.872,0.833,0.834
6500.000,0.889,0.890,0.854,0.819,0.819
7000.000,0.851,0.850,0.851,0.818,0.818
7500.000,0.854,0.853,0.821,0.787,0.788
8000.000,0.860,0.863,0.862,0.823,0.783
8500.000,0.857,0.856,0.817,0.778,0.778
9000.000,0.872,0.870,0.870,0.835,0.834
9500.000,0.856,0.854,0.823,0.790,0.790
10000.000,0.868,0.868,0.868,0.830,0.830
10500.000,0.867,0.867,0.831,0.797,0.796
11000.000,0.857,0.856,0.854,0.818,0.817
11500.000,0.862,0.863,0.828,0.794,0.793
12000.000,0.870,0.871,0.870,0.836,0.836
12500.000,0.868,0.867,0.833,0.800,0.800
13000.000,0.863,0.860,0.859,0.825,0.792
13500.000,0.869,0.866,0.830,0.793,0.793
14000.000,0.851,0.849,0.849,0.816,0.817
14500.000,0.867,0.867,0.831,0.796,0.796
15000.000,0.895,0.894,0.893,0.859,0.858
15500.000,0.885,0.885,0.847,0.808,0.808
16000.000,0.875,0.873,0.874,0.836,0.797
16500.000,0.878,0.877,0.842,0.807,0.842
17000.000,0.865,0.865,0.864,0.833,0.800
17500.000,0.860,0.860,0.824,0.790,0.824
18000.000,0.882,0.881,0.880,0.844,0.808
18500.000,0.846,0.845,0.812,0.780,0.812
19000.000,0.874,0.874,0.873,0.839,0.805
19500.000,0.515,0.515,0.520,0.525,0.519
20000.000,0.555,0.570,0.584,0.552,0.555
20500.000,0.731,0.736,0.735,0.714,0.674
21000.000,0.772,0.780,0.757,0.737,0.717
21500.000,0.781,0.782,0.782,0.758,0.709
22000.000,0.819,0.819,0.797,0.776,0.754
